word,sentiment_eng
coche fúnebre,fear
coche fúnebre,negative
coche fúnebre,sadness
cocodrilo,fear
coda,anger
codicia,anger
codicia,disgust
codicia,negative
codiciar,negative
codicioso,disgust
codicioso,negative
codo,anger
codorniz,fear
codorniz,negative
coerción,anger
coerción,disgust
coerción,fear
coerción,negative
coerción,sadness
coexistiendo,trust
coexistir,positive
coexistir,trust
coger,negative
coger,surprise
cognitivo,positive
coherencia,positive
coherente,positive
cohesión,trust
cohesivo,positive
cohesivo,trust
cohete,anger
coincidencia,surprise
coito,positive
cojear,negative
colaborador,trust
colapso,disgust
colapso,fear
colapso,negative
colapso,sadness
colateral,trust
colectivamente,positive
colectivamente,trust
colegio,trust
cólera,disgust
cólera,fear
cólera,negative
cólera,sadness
colgando,anger
colgando,disgust
colgando,fear
colgando,negative
colgando,sadness
cólico,negative
colisión,anger
colisión,negative
colmena,negative
colmillo,fear
colmillos,fear
colocada,negative
colocado,negative
colono,fear
colono,positive
colono usurpador,negative
colosal,positive
columna vertebral,anger
columna vertebral,positive
columna vertebral,trust
colusión,anger
colusión,disgust
colusión,fear
colusión,negative
colusión,sadness
coma,fear
coma,negative
coma,sadness
comandante,positive
comandante,trust
comatoso,fear
comatoso,negative
comatoso,sadness
combate,anger
combate,negative
combate,anger
combate,fear
combate,negative
combatiente,anger
combatiente,fear
combatiente,negative
combativo,anger
combativo,fear
combativo,negative
comentarista,positive
comenzada,anticipation
comenzado,anticipation
comer,positive
comerciante,trust
comercio,trust
comercio,trust
cometa,disgust
cometa,negative
cómico,disgust
cómico,negative
comida,joy
comida,positive
comida,trust
comienzo,anticipation
comienzo,anticipation
comisión,trust
comité,trust
comodidad,anticipation
comodidad,joy
comodidad,positive
comodidad,trust
comodidad,positive
comodoro,positive
comodoro,trust
compacta,trust
compacto,trust
compadecerse,sadness
compañerismo,positive
compañera,anticipation
compañera,joy
compañera,positive
compañera,trust
compañera,joy
compañera,positive
compañera,trust
compañera,positive
compañera,trust
compañera,positive
compañera,trust
compañera,positive
compañero,anticipation
compañero,joy
compañero,positive
compañero,trust
compañero,joy
compañero,positive
compañero,trust
compañero,positive
compañero,trust
compañero,positive
compañero,trust
compañero,positive
compartir,anticipation
compartir,joy
compartir,positive
compartir,trust
compasión,fear
compasión,positive
compasivo,positive
compatibilidad,positive
compatible,positive
compatriota,trust
compensación,positive
compensación,positive
compensar,anticipation
compensar,joy
compensar,positive
compensar,surprise
compensar,trust
compensar,anticipation
compensar,positive
compensatorio,positive
competencia,positive
competencia,trust
competencia,positive
competencia,trust
competencia,anticipation
competencia,negative
competencia,anticipation
competencia,joy
competencia,positive
competencia,surprise
competencia,trust
competente,positive
competente,trust
competente,positive
competente,trust
complacencia,positive
complacencia,positive
complejada,negative
complejado,negative
complejidad,negative
complementario,positive
complemento,anticipation
complemento,joy
complemento,positive
complemento,surprise
complemento,trust
completamente,positive
completamente,trust
completamente,positive
completamente,trust
completando,anticipation
completando,joy
completando,positive
completo,positive
complicación,negative
complicada,negative
complicado,negative
complicar,anger
complicar,negative
complicidad,negative
complicidad,positive
compositor,positive
compost,disgust
compost,negative
compras,anticipation
compras,joy
compras,positive
compras,surprise
compras,trust
comprender,positive
comprensión,positive
comprensión,positive
comprensión,trust
comprimir,anger
comprometida,positive
comprometida,trust
comprometida,anticipation
comprometida,joy
comprometida,positive
comprometida,trust
comprometido,positive
comprometido,trust
comprometido,anticipation
comprometido,joy
comprometido,positive
comprometido,trust
compromiso,negative
compromiso,sadness
compuesto,positive
compulsión,anger
compulsión,negative
comunicación,trust
comunicar,positive
comunicar,trust
comunicativo,positive
comunidad,positive
comunión,joy
comunión,positive
comunión,trust
comunismo,anger
comunismo,fear
comunismo,negative
comunismo,sadness
comunista,negative
con crueldad,anger
con crueldad,fear
con crueldad,negative
con mieda,fear
con mieda,negative
con mieda,sadness
con mieda,surprise
con miedo,fear
con miedo,negative
con miedo,sadness
con miedo,surprise
con poca frecuencia,negative
conceder,anticipation
conceder,joy
conceder,positive
conceder,trust
concedida,positive
concedido,positive
concéntrico,positive
conciencia,positive
conciencia,trust
conciencia,positive
concienzuda,positive
concienzuda,trust
concienzudo,positive
concienzudo,trust
conciliación,joy
conciliación,positive
conciliación,trust
concluyendo,positive
concordancia,positive
concordancia,trust
concordia,positive
concordia,trust
concusión,anger
concusión,negative
concusión,sadness
condada,trust
condado,trust
conde,positive
condenación,anger
condenación,anticipation
condenación,disgust
condenación,fear
condenación,negative
condenación,sadness
condenación,anger
condenación,fear
condenación,negative
condenación,sadness
condenada,fear
condenada,negative
condenada,sadness
condenado,fear
condenado,negative
condenado,sadness
condenar,anger
condenar,negative
condenar,anger
condenar,disgust
condenar,fear
condenar,negative
condenar,sadness
condenar,fear
condenar,negative
condesa,positive
condescendencia,anger
condescendencia,disgust
condescendencia,negative
condescendencia,sadness
condescendiente,negative
condición,trust
condolencia,positive
condolencia,sadness
condonar,positive
conducente,positive
conductividad,positive
conectado a tierra,fear
conectado a tierra,negative
conectado a tierra,sadness
conectivo,trust
confederada,positive
confederada,trust
confederado,positive
confederado,trust
conferencista,positive
confesar,negative
confesar,positive
confesar,trust
confesión,anticipation
confesión,fear
confesión,negative
confesión,sadness
confesión,surprise
confesional,fear
confesional,trust
confiabilidad,positive
confiabilidad,trust
confianza,fear
confianza,joy
confianza,positive
confianza,trust
confianza,trust
confiar,trust
confiar,trust
confidencial,trust
confidencialmente,trust
confidente,joy
confidente,positive
confidente,trust
confinada,anger
confinada,disgust
confinada,fear
confinada,negative
confinada,sadness
confinado,anger
confinado,disgust
confinado,fear
confinado,negative
confinado,sadness
confinamiento,anger
confinamiento,fear
confinamiento,negative
confinamiento,sadness
confinar,anger
confinar,fear
confinar,negative
confinar,sadness
confirmación,trust
confirmada,positive
confirmada,trust
confirmado,positive
confirmado,trust
confiscación,negative
confiscar,anger
confiscar,negative
confiscar,sadness
confiscar,negative
conflagración,anger
conflagración,fear
conflagración,negative
conflicto,anger
conflicto,fear
conflicto,negative
conflicto,sadness
conformidad,positive
conformidad,trust
conformidad,positive
conformidad,trust
confrontar,anger
confundir,negative
confundir,negative
confusión,negative
confusión,anger
confusión,fear
confusión,negative
confusión,sadness
confusión,anger
confusión,fear
confusión,negative
confusa,negative
confuso,negative
confudida,negative
confudido,negative
congelación,negative
congelación,negative
congestión,negative
conglomerada,trust
conglomerado,trust
congratulatorio,joy
congratulatorio,positive
congregación,positive
congregación,trust
congresista,trust
congreso,disgust
congreso,trust
congruencia,positive
congruencia,trust
conjetura,anticipation
conjetura,positive
conjunto,positive
conjunto,trust
conjurar,anticipation
conjurar,surprise
conmemoración,anticipation
conmemoración,joy
conmemoración,positive
conmemorar,anticipation
conmemorar,joy
conmemorar,positive
conmemorar,sadness
conmemorativo,anticipation
conmemorativo,positive
conmoción,anger
conmoción,negative
conmutación,positive
conmutar,positive
conocedor,joy
conocedor,positive
conocedor,trust
conocer,positive
conocimiento,positive
conocimiento,positive
conquista,anger
conquista,fear
conquista,negative
consagración,anticipation
consagración,joy
consagración,positive
consagración,sadness
consagración,trust
consciente de,positive
consejero,positive
consejero,trust
consejero,anger
consejero,fear
consejero,negative
consejero,trust
consejero,positive
consejero,trust
consejo,positive
consejo,trust
consejo,trust
consejo,anticipation
consejo,positive
consejo,trust
conservación,anticipation
conservación,positive
conservación,trust
conservar,positive
conservar,trust
conservar en vinagre,negative
considerable,positive
consideración,positive
considerada,positive
considerada,trust
considerado,positive
considerado,trust
consiguiente,anticipation
consistencia,positive
consistencia,trust
consola,positive
consola,sadness
consonante,positive
consorte,trust
conspiración,fear
conspirador,anger
conspirador,anticipation
conspirador,disgust
conspirador,fear
conspirador,negative
conspirar,fear
conspirar,negative
constancia,positive
constancia,trust
constante,positive
constante,trust
constantemente,trust
consternación,anger
consternación,fear
consternación,negative
consternación,anger
consternación,anticipation
consternación,fear
consternación,negative
consternación,sadness
consternación,surprise
constitucional,positive
constitucional,trust
constituir,trust
constreñida,negative
constreñido,negative
constreñir,fear
constreñir,negative
construir,positive
construir,positive
consuelo,positive
cónsul,trust
consultar,trust
consumada,joy
consumada,positive
consumado,joy
consumado,positive
consumar,positive
contacto,positive
contador,trust
contagio,anticipation
contagio,disgust
contagio,fear
contagio,negative
contagioso,disgust
contagioso,fear
contagioso,negative
contaminación,disgust
contaminación,negative
contaminación,disgust
contaminación,negative
contaminada,disgust
contaminada,fear
contaminada,negative
contaminada,sadness
contaminado,disgust
contaminado,fear
contaminado,negative
contaminado,sadness
contaminar,disgust
contaminar,negative
contaminar,disgust
contaminar,negative
contar,positive
contar,trust
contemplación,positive
contencioso,anger
contencioso,disgust
contencioso,fear
contencioso,negative
contener,anger
contener,fear
contener,negative
contenida,joy
contenida,positive
contenida,trust
contenido,joy
contenido,positive
contenido,trust
contingente,anticipation
continuación,anticipation
continuación,anticipation
continuar,anticipation
continuar,positive
continuar,trust
continuar,fear
contorno,positive
contrabandista,anger
contrabandista,disgust
contrabandista,fear
contrabandista,negative
contrabando,anger
contrabando,disgust
contrabando,fear
contrabando,negative
contrabando,negative
contracción nerviosa,negative
contradecir,anger
contradecir,negative
contradicción,negative
contradictorio,negative
contradictorio,negative
contraerse de dolor,anger
contraerse de dolor,disgust
contraerse de dolor,fear
contraerse de dolor,negative
contraerse de dolor,sadness
contralor,trust
contrario,anger
contrario,disgust
contrario,fear
contrario,negative
contrario,negative
contrastada,negative
contrastado,negative
contratada,negative
contratado,negative
contravención,negative
contribuir,positive
contribuyente,positive
contribuyente,trust
controversia,negative
convencer,anticipation
convencer,positive
convencer,trust
convencida,trust
convencido,trust
convención,positive
convenida,positive
convenida,trust
convenido,positive
convenido,trust
conveniencia,positive
conveniente,positive
conveniente,joy
conveniente,positive
conveniente,trust
convenio,anticipation
convenio,joy
convenio,positive
convenio,surprise
convenio,trust
convento,positive
convento,trust
convergencia,anticipation
conversacional,positive
convertir,positive
convicción,negative
convincente,positive
convincente,trust
convincente,trust
convulsión,anger
convulsión,fear
convulsión,negative
convulsión,sadness
cooperación,positive
cooperación,trust
cooperando,positive
cooperando,trust
cooperar,positive
cooperativa,anger
cooperativa,disgust
cooperativa,negative
cooperativa,positive
cooperativa,trust
coral,joy
coral,positive
corazonada,negative
cordero,joy
cordero,positive
cordero,trust
cordón,anger
cordón,fear
cordón,negative
cordón,positive
cordón,sadness
cordón,trust
cornuda,disgust
cornuda,negative
cornudo,disgust
cornudo,negative
coro,joy
coro,positive
coro,trust
coro,positive
coronación,joy
coronación,positive
coronación,trust
coronamiento,anticipation
coronamiento,joy
coronamiento,positive
coronamiento,surprise
coronamiento,trust
coronel,positive
coronel,trust
corporal,negative
corpóreo,positive
corrección,negative
correctamente,positive
correctivo,positive
correo,anticipation
correspondencia,anticipation
correspondencia,positive
corresponder,positive
corroboración,trust
corroborar,positive
corroborar,trust
corrompiendo,anger
corrompiendo,disgust
corrompiendo,fear
corrompiendo,negative
corrompiendo,sadness
corrosión,negative
corrosivo,fear
corrosivo,negative
corrupción,disgust
corrupción,negative
corrupto,negative
corse,sadness
cortador,fear
cortador,negative
cortadores,positive
cortar,anger
cortar,anticipation
cortar,fear
cortar,negative
cortar,sadness
cortar,negative
corte,anger
corte,disgust
corte,fear
corte,negative
corte,sadness
corte,anger
corte,anticipation
corte,fear
cortejo,anticipation
cortejo,joy
cortejo,positive
cortejo,trust
cortés,positive
cortés,positive
cortés,positive
cortesía,positive
cortesía,positive
cosa muy pegajosa,disgust
cosa muy pegajosa,negative
cosecha,anticipation
cosecha,joy
cosecha,positive
cosmopolita,positive
cosmopolita,trust
cosquillas,anticipation
cosquillas,joy
cosquillas,positive
cosquillas,surprise
cosquillas,trust
costa,positive
costada,anticipation
costada,negative
costado,anticipation
costado,negative
costra,negative
coyote,fear
crear,joy
crear,positive
crear,positive
creativo,positive
crecer,anticipation
crecer,joy
crecer,positive
crecer,trust
creciente,anticipation
creciente,joy
creciente,positive
crecimiento,positive
credencial,positive
credencial,trust
credibilidad,positive
credibilidad,trust
crédito,positive
crédito,trust
crédito,positive
crédito,trust
crédulo,negative
crédulo,sadness
crédulo,trust
creíble,positive
creíble,trust
creída,trust
creído,trust
crema,anticipation
crema,joy
crema,positive
crema,surprise
cremación,sadness
cremallera,negative
crescendo,anticipation
crescendo,joy
crescendo,positive
crescendo,surprise
crescendo,trust
creyendo,positive
creyendo,trust
creyente,trust
criatura,disgust
criatura,fear
criatura,negative
crimen,anger
crimen,negative
crimen,disgust
crimen,negative
criminal,anger
criminal,disgust
criminal,fear
criminal,negative
criminalidad,anger
criminalidad,disgust
criminalidad,fear
criminalidad,negative
cripta,fear
cripta,negative
cripta,sadness
crisis,negative
cristal,positive
crítica,anticipation
crítica,negative
crítica,surprise
crítica,trust
crítica,anger
crítica,negative
crítica,sadness
crítica,positive
criticar,anger
criticar,disgust
criticar,fear
criticar,negative
criticar,sadness
crítico,negative
critter,disgust
crónica,positive
crónica,trust
crónico,negative
crónico,sadness
crucial,positive
crucial,trust
crucifixión,anger
crucifixión,disgust
crucifixión,fear
crucifixión,negative
crucifixión,sadness
cruda,disgust
cruda,negative
crudo,disgust
crudo,negative
cruel,anger
cruel,disgust
cruel,fear
cruel,negative
cruel,sadness
cruel,negative
cruel,sadness
cruel,anger
cruel,disgust
cruel,fear
cruel,negative
cruel,sadness
crueldad,anger
crueldad,disgust
crueldad,fear
crueldad,negative
crueldad,sadness
crujida,anger
crujida,negative
crujido,anger
crujido,negative
crujiente,negative
crujiente,negative
crujiente,trust
crujiente,disgust
crujiente,negative
cruzada,anger
cruzada,fear
cruzada,negative
cruzada,negative
cruzado,negative
cruzar,anger
cruzar,fear
cruzar,negative
cruzar,sadness
cuarentena,fear
cubo,trust
cubrir,trust
cuco,negative
cuenta,trust
cuenta regresiva,anticipation
cuentas,trust
cuerpo,disgust
cuerpo,fear
cuerpo,negative
cuerpo,sadness
cuesta arriba,anticipation
cuesta arriba,fear
cuesta arriba,negative
cuesta arriba,positive
cuestionable,disgust
cuestionable,negative
cuidadosamente,positive
cuidadoso,positive
culinario,positive
culinario,trust
culminación,positive
culo,negative
culo,disgust
culo,negative
culo,sadness
culpa,anger
culpa,disgust
culpa,negative
culpa,negative
culpa,sadness
culpa,disgust
culpa,negative
culpa,sadness
culpabilidad,negative
culpable,negative
culpable,negative
culpable,anger
culpable,negative
culpable,sadness
cultivada,positive
cultivado,positive
cultivar,anticipation
cultivar,positive
cultivar,trust
cultivo,positive
culto,fear
culto,negative
cultura,positive
cumpleaños,anticipation
cumpleaños,joy
cumpleaños,positive
cumpleaños,surprise
cumplida,anticipation
cumplida,joy
cumplida,positive
cumplida,surprise
cumplida,trust
cumplido,anticipation
cumplido,joy
cumplido,positive
cumplido,surprise
cumplido,trust
cumplimiento,anticipation
cumplimiento,joy
cumplimiento,positive
cumplimiento,trust
cumplir,joy
cumplir,positive
cuna,anticipation
cuna,joy
cuna,positive
cuna,trust
cuota,anger
cuota,negative
curable,positive
curable,trust
curación,anticipation
curación,joy
curación,positive
curación,trust
curandero,disgust
curandero,negative
curiosidad,anticipation
curiosidad,positive
curiosidad,surprise
curioso,negative
curioso,negative
curtida,anger
curtida,disgust
curtida,fear
curtida,negative
curtido,anger
curtido,disgust
curtido,fear
curtido,negative
custodia,trust
custodia,trust
custodio,trust
dabbling,anger
dabbling,disgust
dabbling,negative
dados,anticipation
daga,fear
daga,negative
dama,anger
dama,disgust
dama,positive
dama,trust
dama de honor,joy
dama de honor,positive
dama de honor,trust
dando,positive
dandy,disgust
dandy,negative
danza,joy
danza,positive
danza,trust
dañar,anger
dañar,disgust
dañar,negative
dañar,sadness
daño,fear
daño,negative
daños y perjuicios,negative
daños y perjuicios,sadness
dañoso,negative
dar fe,positive
dar fe,trust
darda,fear
dardo,fear
de acuerda,positive
de acuerda,positive
de acuerda,trust
de acuerdo,positive
de acuerdo,positive
de acuerdo,trust
de buen gusto,positive
de buen ver,positive
de buena gana,positive
de chuparse los dedos,positive
de confianza,positive
de confianza,trust
de despedida,sadness
de improviso,negative
de maniático,anger
de maniático,negative
de moda,positive
de moda,positive
de pacotilla,disgust
de pacotilla,negative
de serie,anticipation
de trato fácil,positive
de viaje,positive
debacle,fear
debacle,negative
debacle,sadness
debate,positive
deberes,fear
debida,anger
debida,anticipation
debida,disgust
debida,fear
debida,negative
debida,sadness
debida,trust
debido,anger
debido,anticipation
debido,disgust
debido,fear
debido,negative
debido,sadness
debido,trust
débil,negative
débil,sadness
débil,anger
débil,disgust
débil,fear
débil,negative
débil,sadness
debilidad,negative
debilitada,negative
debilitado,negative
debilitante,disgust
debilitante,fear
debilitante,negative
debilitante,sadness
decaer,fear
decaer,negative
decaer,sadness
decencia,positive
decepción,disgust
decepción,negative
decepción,sadness
decepcionada,anger
decepcionada,disgust
decepcionada,negative
decepcionada,sadness
decepcionado,anger
decepcionado,disgust
decepcionado,negative
decepcionado,sadness
decepcionante,negative
decepcionante,sadness
decepcionar,anger
decepcionar,disgust
decepcionar,negative
decepcionar,sadness
dechada,anticipation
dechada,joy
dechada,positive
dechada,trust
dechado,anticipation
dechado,joy
dechado,positive
dechado,trust
decimotercero,fear
decir tonterías,negative
declaración,positive
declaración,trust
declaración errónea,anger
declaración errónea,disgust
declaración errónea,negative
declaratorio,positive
declinación,negative
declinante,negative
decremento,negative
decrépito,negative
dedicación,positive
deducir,negative
defecto,anger
defecto,disgust
defecto,fear
defecto,negative
defecto,sadness
defecto,disgust
defecto,fear
defecto,negative
defecto,sadness
defecto,anger
defecto,negative
defecto,anger
defecto,anticipation
defecto,fear
defecto,negative
defecto,sadness
defecto,negative
defectuoso,disgust
defectuoso,negative
defectuoso,negative
defender,fear
defender,positive
defendida,positive
defendida,trust
defendido,positive
defendido,trust
defendiendo,positive
defensa,anger
defensa,anticipation
defensa,fear
defensa,positive
defensa,trust
defensor,positive
defensor,trust
deferencia,positive
deferencia,trust
deficiencia,negative
déficit,negative
definitivo,positive
definitivo,trust
deflación,fear
deflación,negative
deformación,anger
deformación,negative
deformación,sadness
deformada,disgust
deformada,negative
deformada,sadness
deformada,negative
deformado,disgust
deformado,negative
deformado,sadness
deformado,negative
deformar,disgust
deformar,negative
deformidad,disgust
deformidad,fear
deformidad,negative
deformidad,sadness
defraudar,anger
defraudar,disgust
defraudar,negative
degeneración,anger
degeneración,disgust
degeneración,negative
degeneración,sadness
degenerar,negative
degradación,negative
degradante,disgust
degradante,fear
degradante,negative
degradante,sadness
degradar,disgust
degradar,negative
dejar,negative
dejar,sadness
dejar,surprise
dejar,negative
delantero,positive
delegar,positive
delegar,trust
deleite,anticipation
deleite,joy
deleite,positive
delfín,joy
delfín,positive
delfín,surprise
delfín,trust
delgada,positive
delgado,positive
deliberar,positive
delicada,disgust
delicada,fear
delicada,negative
delicado,disgust
delicado,fear
delicado,negative
delicioso,positive
delicioso,joy
delicioso,positive
delicioso,anticipation
delicioso,joy
delicioso,positive
delincuencia,negative
delincuente,anger
delincuente,disgust
delincuente,negative
delincuente,anger
delincuente,disgust
delincuente,fear
delincuente,negative
delincuente,sadness
delirante,negative
delirante,sadness
delirante,anger
delirante,fear
delirante,negative
delirante,anger
delirante,anticipation
delirante,fear
delirante,joy
delirante,negative
delirante,surprise
delirio,disgust
delirio,negative
delirio,sadness
delirio,anger
delirio,disgust
delirio,joy
delirio,negative
delirio,positive
delirio,surprise
delirio,trust
delito,negative
demacrada,fear
demacrada,negative
demacrada,sadness
demacrada,negative
demacrada,negative
demacrada,sadness
demacrado,fear
demacrado,negative
demacrado,sadness
demacrado,negative
demacrado,negative
demacrado,sadness
demanda,anger
demanda,negative
demanda judicial,anger
demanda judicial,disgust
demanda judicial,fear
demanda judicial,negative
demanda judicial,sadness
demanda judicial,surprise
demandante,anger
demandante,disgust
demandante,negative
demandar,anger
demandar,negative
demandar,sadness
demencia,fear
demencia,negative
demencia,sadness
demente,fear
demente,negative
democracia,positive
demoler,anger
demoler,negative
demoler,sadness
demolición,negative
demoníaco,anger
demoníaco,disgust
demoníaco,fear
demoníaco,negative
demoníaco,sadness
demonio,anger
demonio,disgust
demonio,fear
demonio,negative
demonio,sadness
demonio,surprise
demonio,anger
demonio,disgust
demonio,fear
demonio,negative
demonio,sadness
demonio,anger
demonio,disgust
demonio,fear
demonio,negative
demostrable,positive
demostrativo,joy
demostrativo,positive
demostrativo,sadness
dentro de poco,anticipation
denuncia,anger
denuncia,disgust
denuncia,fear
denuncia,negative
denunciar,anger
denunciar,disgust
denunciar,negative
dependencia,fear
dependencia,negative
dependencia,sadness
dependencia,negative
dependencia,positive
dependencia,trust
depender,anticipation
depender,trust
dependiente,negative
dependiente,positive
dependiente,trust
deplorable,anger
deplorable,disgust
deplorable,fear
deplorable,negative
deplorable,sadness
deplorar,anger
deplorar,disgust
deplorar,negative
deplorar,sadness
deportación,anger
deportación,fear
deportación,negative
deportación,sadness
deportar,fear
deportar,negative
deportar,sadness
depositario,trust
depravación,anger
depravación,disgust
depravación,negative
depravada,anger
depravada,anticipation
depravada,disgust
depravada,fear
depravada,negative
depravada,sadness
depravado,anger
depravado,anticipation
depravado,disgust
depravado,fear
depravado,negative
depravado,sadness
depreciación,fear
depreciación,negative
depreciada,anger
depreciada,disgust
depreciada,fear
depreciada,negative
depreciada,sadness
depreciado,anger
depreciado,disgust
depreciado,fear
depreciado,negative
depreciado,sadness
depreciar,anger
depreciar,disgust
depreciar,negative
depredador,negative
depresión,negative
depresión,sadness
depresión,negative
depresión,sadness
depresivo,negative
depresivo,sadness
deprimente,disgust
deprimente,negative
deprimente,sadness
deprimida,anger
deprimida,fear
deprimida,negative
deprimida,sadness
deprimido,anger
deprimido,fear
deprimido,negative
deprimido,sadness
deprimir,fear
deprimir,negative
deprimir,sadness
dermatólogo,trust
derrocamiento,anticipation
derrocamiento,fear
derrocamiento,negative
derrocar,surprise
derrota,negative
derrota,negative
derrotada,negative
derrotada,sadness
derrotado,negative
derrotado,sadness
desacreditar,anger
desacreditar,negative
desactivar,negative
desacuerda,anger
desacuerda,negative
desacuerda,sadness
desacuerdo,anger
desacuerdo,negative
desacuerdo,sadness
desafecto,negative
desafiante,anger
desafiante,negative
desafiar,anger
desafiar,fear
desafiar,negative
desafiar,sadness
desafiar,surprise
desafío,anger
desafío,disgust
desafío,fear
desafío,negative
desafortunada,anger
desafortunada,disgust
desafortunada,fear
desafortunada,negative
desafortunada,sadness
desafortunado,anger
desafortunado,disgust
desafortunado,fear
desafortunado,negative
desafortunado,sadness
desagradable,disgust
desagradable,negative
desagradable,anger
desagradable,disgust
desagradable,negative
desagradable,sadness
desagradable,disgust
desagradable,negative
desagradable,sadness
desagradable,negative
desajuste,negative
desalentador,negative
desalentador,sadness
desalentar,fear
desalentar,negative
desalentar,sadness
desaliento,negative
desalojar,negative
desalojar,sadness
desalojo,anger
desalojo,disgust
desalojo,fear
desalojo,negative
desalojo,sadness
desaparecer,fear
desaparecer,surprise
desaparecida,fear
desaparecida,negative
desaparecida,sadness
desaparecida,fear
desaparecida,negative
desaparecida,sadness
desaparecida,surprise
desaparecido,fear
desaparecido,negative
desaparecido,sadness
desaparecido,fear
desaparecido,negative
desaparecido,sadness
desaparecido,surprise
desapasionada,negative
desapasionada,sadness
desapasionado,negative
desapasionado,sadness
desapego,negative
desaprobación,negative
desaprobación,sadness
desaprobación,anger
desaprobación,disgust
desaprobación,negative
desaprobación,sadness
desaprobada,anger
desaprobada,negative
desaprobada,sadness
desaprobado,anger
desaprobado,negative
desaprobado,sadness
desaprobar,anger
desaprobar,disgust
desaprobar,fear
desaprobar,negative
desaprobar,sadness
desarrollar,anticipation
desarrollar,positive
desastre,anger
desastre,disgust
desastre,fear
desastre,negative
desastre,sadness
desastre,surprise
desastroso,anger
desastroso,fear
desastroso,negative
desastroso,sadness
desatar,joy
desatar,negative
desatar,positive
desayuno,positive
descalificación,negative
descalificada,anger
descalificada,disgust
descalificada,negative
descalificada,sadness
descalificado,anger
descalificado,disgust
descalificado,negative
descalificado,sadness
descalificar,negative
descalificar,sadness
descanso,surprise
descanso,anticipation
descanso,positive
descarada,anger
descarada,negative
descarado,anger
descarado,negative
descarga,negative
descartes,negative
descendencia,fear
descendencia,sadness
descenso,negative
descolorada,disgust
descolorada,negative
descolorada,sadness
descolorado,disgust
descolorado,negative
descolorado,sadness
descoloramiento,disgust
descoloramiento,negative
descolorarse,negative
descomponer,disgust
descomposición,disgust
descomposición,fear
descomposición,negative
descomposición,sadness
descompostura,negative
descompuesto,sadness
descomunal,fear
desconcertada,fear
desconcertada,negative
desconcertada,surprise
desconcertado,fear
desconcertado,negative
desconcertado,surprise
desconcierto,fear
desconcierto,surprise
desconectada,negative
desconectada,sadness
desconectado,negative
desconectado,sadness
desconectar,negative
desconectar,sadness
desconexión,negative
desconfianza,anger
desconfianza,disgust
desconfianza,fear
desconfianza,negative
desconfianza,disgust
desconfianza,fear
desconfianza,negative
desconocida,fear
desconocida,negative
desconocida,anticipation
desconocida,fear
desconocida,negative
desconocido,fear
desconocido,negative
desconocido,anticipation
desconocido,fear
desconocido,negative
desconsiderada,anger
desconsiderada,disgust
desconsiderada,negative
desconsiderada,sadness
desconsiderada,anger
desconsiderada,disgust
desconsiderada,negative
desconsiderado,anger
desconsiderado,disgust
desconsiderado,negative
desconsiderado,sadness
desconsiderado,anger
desconsiderado,disgust
desconsiderado,negative
desconsolada,negative
desconsolada,sadness
desconsolado,negative
desconsolado,sadness
descontento,anger
descontento,disgust
descontento,fear
descontento,negative
descontento,sadness
descontento,anger
descontento,disgust
descontento,negative
descontento,sadness
descorazonada,negative
descorazonada,sadness
descorazonado,negative
descorazonado,sadness
descortés,disgust
descortés,negative
descrédito,negative
descriptivo,positive
descubrimiento,positive
descubrir,surprise
descuida,anger
descuida,disgust
descuida,negative
descuidada,anger
descuidada,disgust
descuidada,negative
descuidada,sadness
descuidada,negative
descuidada,anger
descuidada,disgust
descuidada,negative
descuidada,sadness
descuidado,anger
descuidado,disgust
descuidado,negative
descuidado,sadness
descuidado,negative
descuidado,anger
descuidado,disgust
descuidado,negative
descuidado,sadness
descuidando,negative
descuido,anger
descuido,disgust
descuido,negative
desdén,anger
desdén,disgust
desdén,negative
desdén,anger
desdén,negative
desdeñoso,anger
desdeñoso,negative
desdichada,disgust
desdichada,negative
desdichada,sadness
desdichado,disgust
desdichado,negative
desdichado,sadness
deseable,positive
deseando,positive
desecho,negative
deseducada,negative
deseducada,sadness
deseducado,negative
deseducado,sadness
desempleados,fear
desempleados,negative
desempleados,sadness
desenfrenada,anger
desenfrenada,fear
desenfrenada,negative
desenfrenada,surprise
desenfrenada,anger
desenfrenada,anticipation
desenfrenada,fear
desenfrenada,negative
desenfrenada,positive
desenfrenada,surprise
desenfrenado,anger
desenfrenado,fear
desenfrenado,negative
desenfrenado,surprise
desenfrenado,anger
desenfrenado,anticipation
desenfrenado,fear
desenfrenado,negative
desenfrenado,positive
desenfrenado,surprise
deseoso,positive
deseoso,anticipation
deserción,fear
deserción,negative
deserción,negative
deservicio,anger
deservicio,disgust
deservicio,negative
deservicio,sadness
desesperación,anger
desesperación,disgust
desesperación,fear
desesperación,negative
desesperación,sadness
desesperación,anger
desesperación,disgust
desesperación,fear
desesperación,negative
desesperación,sadness
desesperada,fear
desesperada,negative
desesperada,sadness
desesperada,negative
desesperado,fear
desesperado,negative
desesperado,sadness
desesperado,negative
desestimada,anger
desestimada,disgust
desestimada,fear
desestimada,negative
desestimada,sadness
desestimado,anger
desestimado,disgust
desestimado,fear
desestimado,negative
desestimado,sadness
desestructurada,negative
desestructurado,negative
desfallecer,fear
desfallecer,negative
desfavorable,disgust
desfavorable,negative
desfavorable,sadness
desfigurada,anger
desfigurada,disgust
desfigurada,fear
desfigurada,negative
desfigurada,sadness
